WNPMI
-7.739225806
-6.994678571
-7.594064516
-4.874133333
-2.177419355
2.029
6.240806452
6.137
9.3903
2.334806452
-1.247766667
-5.726483871
-9.590870968
-8.031068966
-7.178774194
-6.546533333
-0.595483871
4.718033333
6.673225806
8.858451613
7.8383
1.675967742
-7.7062
-7.636290323
-7.053322581
-9.623678571
-6.435580645
-6.5612
-4.069645161
0.5063
3.673903226
6.260709677
10.2431
6.777806452
-5.621233333
-6.620612903
-4.906419355
-6.146678571
-7.291580645
-4.0831
-5.296548387
1.132833333
9.158935484
2.121064516
4.991166667
2.219677419
-3.160733333
-6.984451613
-6.093387097
-8.164107143
-7.418387097
-5.766166667
-5.547419355
-2.0114
5.377258065
4.548129032
3.953533333
1.712290323
-5.4517
-6.694451613
-7.592516129
-8.317344828
-8.134741935
-9.337
-2.229741935
-2.021633333
8.513741935
9.443645161
5.9732
4.758612903
-5.461966667
-4.999419355
-7.937387097
-8.465178571
-8.087645161
-7.7688
-3.247451613
-4.3646
0.062645161
7.688612903
8.4092
4.496032258
3.207766667
-7.75916129
-7.257258065
-7.461428571
-7.070064516
-7.4219
2.451774194
-1.931066667
2.939419355
2.407
6.5339
-0.49183871
-4.423933333
-4.896483871
-6.350032258
-8.517642857
-7.121129032
-2.217966667
0.244774194
2.268333333
7.37616129
7.027612903
12.34396667
5.844548387
-3.809366667
-6.536612903
-7.953483871
-8.456172414
-7.196129032
-6.4608
-4.874774194
-3.079333333
-0.98083871
5.564580645
